GPS Waypoint,Height,Width ,Activity,Environment,Direction compared to tide,Part,Count,Elevation,Date Created,Oval Area_mm2,Longitude,Latitude
1351,28.46,32.34,0,Beach,,South Beach,1,5 m,"2018-10-24, 1:31 PM",722.8776422,-81.277048,31.37878801
1352,44.99,43.2,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:32 PM",1526.474738,-81.27702696,31.378815
1353,42.19,41.28,0,Beach,,South Beach,1,4 m,"2018-10-24, 1:34 PM",1367.851955,-81.27704901,31.37885104
1354,32,37.7,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:35 PM",947.5043443,-81.27705303,31.37881902
1355,23.38,30.19,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:36 PM",554.3671675,-81.27708304,31.37890301
1356,36.1,35,2,Dunes,,South Beach,1,5 m,"2018-10-24, 1:38 PM",992.3505795,-81.27712201,31.37917601
1357,38.82,32.43,3,Beach,,South Beach,1,5 m,"2018-10-24, 1:40 PM",988.7633519,-81.27712201,31.37918397
1358,37.08,27.24,2,Beach,,South Beach,1,5 m,"2018-10-24, 1:41 PM",793.2986406,-81.27711296,31.37919797
1359,45.04,47.69,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:42 PM",1687.001954,-81.27712302,31.37926301
1360,59.38,48.84,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:42 PM",2277.748293,-81.27720701,31.37933903
1361,54.62,60.38,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:43 PM",2590.208271,-81.27720499,31.37925404
1362,40.18,35.38,3,Dunes,,South Beach,1,5 m,"2018-10-24, 1:45 PM",1116.497211,-81.27719996,31.37927198
1363,53.58,49.62,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:46 PM",2088.090659,-81.277293,31.37922898
1364,37.32,39.78,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:49 PM",1165.993945,-81.27728001,31.37922504
1365,49.35,49.78,0,Dunes,,South Beach,1,5 m,"2018-10-24, 1:50 PM",1929.4429,-81.27734397,31.37922596
1366,35.53,38.22,3,Dunes,,South Beach,1,5 m,"2018-10-24, 1:51 PM",1066.53662,-81.27733801,31.37919797
1367,46.35,44.72,3,Dunes,,South Beach,1,5 m,"2018-10-24, 1:52 PM",1627.951322,-81.27736702,31.37915396
1368,47.79,42.72,1,Beach,,South Beach,1,5 m,"2018-10-24, 1:54 PM",1603.460094,-81.27736098,31.37900602
1369,53.58,48.14,1,Beach,,South Beach,1,5 m,"2018-10-24, 1:54 PM",2025.809841,-81.277364,31.37899303
1370,49,41.98,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:56 PM",1615.57973,-81.27736903,31.37892203
1371,21.94,29.02,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:57 PM",500.0620682,-81.27734296,31.37873302
1372,45.08,47.36,2,Beach,,South Beach,1,3 m,"2018-10-24, 1:58 PM",1676.816282,-81.27737104,31.37874098
1373,53.02,41.8,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:59 PM",1740.627684,-81.27739099,31.37875004
1374,39.12,38.09,1,Beach,,South Beach,1,3 m,"2018-10-24, 2:00 PM",1170.306724,-81.27741597,31.37872799
1375,46.96,51.79,1,Beach,,South Beach,1,4 m,"2018-10-24, 2:01 PM",1910.134201,-81.27750498,31.378801
1376,39.53,47.18,1,Beach,,South Beach,1,3 m,"2018-10-24, 2:02 PM",1464.787524,-81.27746802,31.378916
1377,52.02,40.03,3,Beach,,South Beach,1,3 m,"2018-10-24, 2:04 PM",1635.482191,-81.27757397,31.37902404
1378,46.84,50.78,1,Dunes,,South Beach,1,5 m,"2018-10-24, 2:05 PM",1868.097178,-81.27764102,31.37916
1379,42.7,34.92,2,Dunes,,South Beach,1,4 m,"2018-10-24, 2:06 PM",1171.094635,-81.27766399,31.37912898
1380,43.7,44.28,2,Dunes,,South Beach,1,4 m,"2018-10-24, 2:07 PM",1519.773721,-81.27770296,31.37914399
1381,37.5,29.24,2,Dunes,,South Beach,1,4 m,"2018-10-24, 2:09 PM",861.1890862,-81.27768796,31.37917701
1382,40.62,28.92,2,Dunes,,South Beach,1,4 m,"2018-10-24, 2:10 PM",922.6310986,-81.27769299,31.37917198
1383,61.94,73.86,3,Dunes,,South Beach,1,4 m,"2018-10-24, 2:11 PM",3593.108947,-81.27770799,31.37917399
1384,30.19,33.29,2,Beach,,South Beach,1,3 m,"2018-10-24, 2:14 PM",789.3448677,-81.27777999,31.37875498
1385,49.82,36.68,1,Beach,,South Beach,1,3 m,"2018-10-24, 2:15 PM",1435.234719,-81.27789499,31.37870796
1386,14.94,15.84,2,Beach,,South Beach,1,3 m,"2018-10-24, 2:16 PM",185.8641612,-81.27791301,31.37873403
1387,28.18,33.72,2,Dunes,,South Beach,1,3 m,"2018-10-24, 2:18 PM",746.3085826,-81.277997,31.37891198
1388,29.18,30.36,1,Dunes,,South Beach,1,3 m,"2018-10-24, 2:20 PM",695.7880029,-81.278012,31.37891298
1389,51.71,52.88,3,Dunes,,South Beach,1,3 m,"2018-10-24, 2:21 PM",2147.612216,-81.27802801,31.378974
1390,35.55,28.88,3,Dunes,,South Beach,1,3 m,"2018-10-24, 2:23 PM",806.355728,-81.27804201,31.37900803
1391,39.04,42.54,3,Dunes,,South Beach,1,2 m,"2018-10-24, 2:24 PM",1304.35911,-81.27811996,31.37898599
1392,33.26,39.18,2,Dunes,,South Beach,1,2 m,"2018-10-24, 2:25 PM",1023.473395,-81.27813798,31.37895699
1393,29.34,34.68,3,Beach,,South Beach,1,3 m,"2018-10-24, 2:27 PM",799.1514277,-81.27816397,31.37866597
1394,47.2,46.2,1,Beach,,South Beach,1,2 m,"2018-10-24, 2:28 PM",1712.670651,-81.27833102,31.37866898
1395,38.46,42.24,1,Beach,,South Beach,1,2 m,"2018-10-24, 2:29 PM",1275.918901,-81.27834301,31.37869103
1396,62.2,67.38,1,Dunes,,South Beach,1,2 m,"2018-10-24, 2:30 PM",3291.631977,-81.27832096,31.37890401
1397,56.28,55.7,1,Beach,,South Beach,1,2 m,"2018-10-24, 2:33 PM",2462.063021,-81.278716,31.37874199
1398,22.67,30.19,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:34 PM",537.5322364,-81.27877199,31.37872204
1399,45.01,48.28,1,Beach,,South Beach,1,4 m,"2018-10-24, 2:36 PM",1706.73524,-81.278774,31.378628
1400,47.52,47.84,2,Beach,,South Beach,1,3 m,"2018-10-24, 2:37 PM",1785.490255,-81.27876,31.37860897
1401,56.86,44.82,3,Beach,,South Beach,1,4 m,"2018-10-24, 2:38 PM",2001.559888,-81.27883997,31.37859103
1402,25.7,28.54,3,Beach,,South Beach,1,3 m,"2018-10-24, 2:39 PM",576.0722741,-81.27893703,31.37858198
1403,50,49.54,1,Beach,,South Beach,1,2 m,"2018-10-24, 2:40 PM",1945.431251,-81.27896603,31.37866102
1404,32.98,36.34,2,Beach,,South Beach,1,2 m,"2018-10-24, 2:42 PM",941.2943581,-81.27896,31.37865599
1405,49.91,38.82,3,Beach,,South Beach,1,3 m,"2018-10-24, 2:43 PM",1521.713811,-81.27896301,31.37872104
1406,43.91,50.56,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:44 PM",1743.654294,-81.27895497,31.37873403
1407,43.9,61.08,2,Beach,,South Beach,1,2 m,"2018-10-24, 2:45 PM",2105.97606,-81.27897802,31.37873403
1408,44.84,44.1,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:47 PM",1553.080886,-81.27909201,31.37866697
1409,24.8,30.28,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:48 PM",589.7900384,-81.27908497,31.37859397
1410,40,46.94,1,Beach,,South Beach,1,2 m,"2018-10-24, 2:51 PM",1474.663592,-81.27921204,31.37871198
1411,31,34.76,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:52 PM",846.313645,-81.27928899,31.37871198
1412,19.8,29.36,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:54 PM",456.5739435,-81.27941798,31.37871902
1413,35.78,36.22,0,Beach,,South Beach,1,3 m,"2018-10-24, 2:55 PM",1017.838006,-81.27941497,31.37856496
1414,29.71,27.57,3,Beach,,South Beach,1,3 m,"2018-10-24, 2:58 PM",643.323327,-81.27943802,31.37854703
1415,59.93,54.18,3,Beach,,South Beach,1,2 m,"2018-10-24, 2:59 PM",2550.193648,-81.27952703,31.37856999
1416,36.88,28.76,2,Beach,,South Beach,1,2 m,"2018-10-24, 3:00 PM",833.0473275,-81.27950901,31.37866999
1417,48.86,47.21,3,Beach,,South Beach,1,4 m,"2018-10-24, 3:03 PM",1811.662707,-81.27962502,31.37858198
1418,58.04,58.9,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:05 PM",2684.927604,-81.27962703,31.378586
1419,50.74,49.84,2,Beach,,South Beach,1,4 m,"2018-10-24, 3:06 PM",1986.178964,-81.27974597,31.37860402
1420,34.44,37.78,2,Beach,,South Beach,1,2 m,"2018-10-24, 3:08 PM",1021.91548,-81.27974999,31.378614
1421,29.79,24.3,2,Beach,,South Beach,1,3 m,"2018-10-24, 3:09 PM",568.5473743,-81.27987203,31.37872296
1422,32.64,28.27,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:11 PM",724.7126464,-81.279866,31.37866597
1423,52.79,56.47,2,Beach,,South Beach,1,3 m,"2018-10-24, 3:12 PM",2341.312216,-81.27988502,31.37858399
1424,33.28,34.7,2,Beach,,South Beach,1,3 m,"2018-10-24, 3:13 PM",906.9903655,-81.27993699,31.37854904
1425,42.38,44.5,2,Beach,,South Beach,1,3 m,"2018-10-24, 3:14 PM",1481.19025,-81.28003003,31.37856798
1426,46.61,54,3,Beach,,South Beach,1,3 m,"2018-10-24, 3:16 PM",1976.800053,-81.28014302,31.37874098
1427,52.72,49.19,0,Beach,,South Beach,1,2 m,"2018-10-24, 3:25 PM",2036.770544,-81.28048299,31.378672
1428,56.68,52.74,3,Beach,,South Beach,1,3 m,"2018-10-24, 3:26 PM",2347.793243,-81.28059799,31.37883201
1429,63.18,66.5,2,Beach,,South Beach,1,3 m,"2018-10-24, 3:27 PM",3299.826822,-81.28064903,31.37874601
1430,26.84,31.89,2,Beach,,South Beach,1,1 m,"2018-10-24, 3:28 PM",672.243965,-81.28080703,31.37866203
1431,48.68,63.18,1,Beach,,South Beach,1,0 m,"2018-10-24, 3:30 PM",2415.572476,-81.28071802,31.37881399
1432,50.51,51.31,3,Beach,,South Beach,1,3 m,"2018-10-24, 3:31 PM",2035.491366,-81.28070603,31.37884098
1433,30.18,44.72,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:32 PM",1060.012317,-81.28073604,31.37886403
1434,59.89,48.84,2,Beach,,South Beach,1,2 m,"2018-10-24, 3:34 PM",2297.311305,-81.28089203,31.37877099
1435,52.89,44.26,2,Beach,,South Beach,1,1 m,"2018-10-24, 3:35 PM",1838.547514,-81.28102899,31.37880804
1436,25.76,33.54,3,Beach,,South Beach,1,1 m,"2018-10-24, 3:36 PM",678.5764734,-81.28101298,31.37881399
1437,49.81,51.19,3,Beach,,South Beach,1,1 m,"2018-10-24, 3:36 PM",2002.587738,-81.281003,31.37884601
1438,52.16,47.93,3,Beach,,South Beach,1,1 m,"2018-10-24, 3:37 PM",1963.518028,-81.28096998,31.37889697
1439,47.09,70,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:38 PM",2588.907966,-81.28108598,31.37895598
1440,64.03,62.61,0,Beach,,South Beach,1,2 m,"2018-10-24, 3:40 PM",3148.59707,-81.28118598,31.37906604
1441,38.63,40.16,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:41 PM",1218.451631,-81.28116997,31.37906
1442,24.89,28.68,3,Beach,,South Beach,1,2 m,"2018-10-24, 3:42 PM",560.652709,-81.28118296,31.37911599
